Stock quote and option quote for PLTR on 4/4/25 14:50:11

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
74.0099,D,-9.5901,73.99,Q,74.00,Q,2 x 2,"135,205,902",80.07,80.98,71.9303

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
"2,000",<empty>,389.5,<empty>,--,,125.41,20.33,"2,345,356,506",2.068

4 APR 25  (0)  100 (Weeklys)
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,76.32%,33.49%,66.51%,.88,57,<empty>,36.10,X,39.95,X,20 MAR 26,42.5,4.30,E,5.25,X,76.36%,66.49%,33.51%,-.12,6,12.66%,,
,,74.47%,35.31%,64.69%,.87,76,<empty>,35.45,M,36.90,S,20 MAR 26,45,4.45,J,6.95,J,76.86%,63.39%,36.61%,-.14,128,14.50%,,
,,75.92%,41.53%,58.47%,.83,33,<empty>,32.20,J,34.75,X,20 MAR 26,50,6.65,J,8.35,E,76.28%,58.29%,41.71%,-.17,12,17.65%,,
,,75.32%,46.33%,53.67%,.80,23,<empty>,29.65,J,31.70,X,20 MAR 26,55,9.20,E,10.25,E,76.65%,53.10%,46.90%,-.21,144,21.48%,,
,,75.58%,51.12%,48.88%,.76,137,<empty>,27.55,M,29.00,X,20 MAR 26,60,11.15,M,12.00,X,74.24%,49.38%,50.62%,-.24,66,23.90%,,
,,77.08%,55.89%,44.11%,.73,54,<empty>,25.50,B,27.30,M,20 MAR 26,65,13.40,M,15.00,M,74.45%,44.93%,55.07%,-.28,56,27.95%,,
,,75.28%,59.27%,40.73%,.69,72,<empty>,23.25,M,24.60,M,20 MAR 26,70,15.15,M,17.20,E,71.30%,41.78%,58.22%,-.32,81,30.05%,,
,,73.47%,60.69%,39.31%,.67,71,<empty>,21.65,M,23.35,X,20 MAR 26,72.5,16.55,M,19.05,M,71.99%,39.66%,60.34%,-.34,8,32.54%,,
,,73.27%,62.45%,37.55%,.66,64,<empty>,20.70,M,22.35,M,20 MAR 26,75,18.75,M,20.65,M,73.50%,37.51%,62.49%,-.35,7,35.62%,,
,,72.17%,63.97%,36.03%,.64,84,<empty>,19.40,M,21.30,M,20 MAR 26,77.5,19.70,M,22.00,M,72.04%,36.06%,63.94%,-.37,12,36.80%,,
,,72.24%,65.65%,34.35%,.62,56,<empty>,18.25,M,20.80,M,20 MAR 26,80,21.35,M,23.55,M,72.10%,34.37%,65.63%,-.39,13,39.01%,,
,,71.69%,68.68%,31.32%,.59,17,<empty>,16.70,M,18.90,M,20 MAR 26,85,24.45,M,26.65,M,71.43%,31.34%,68.66%,-.43,112,42.98%,,
,,71.10%,71.47%,28.53%,.55,36,<empty>,15.60,M,16.80,M,20 MAR 26,90,28.20,M,30.25,M,72.30%,28.45%,71.55%,-.46,17,48.09%,,
,,72.76%,74.10%,25.90%,.53,31,<empty>,14.40,M,16.35,M,20 MAR 26,95,31.00,J,33.45,M,70.29%,25.97%,74.03%,-.50,2,51.33%,,
,,71.49%,76.38%,23.62%,.49,248,<empty>,13.35,S,14.30,M,20 MAR 26,100,34.55,E,37.10,M,69.97%,23.60%,76.40%,-.53,<empty>,55.82%,,
,,71.17%,78.48%,21.52%,.46,144,<empty>,12.05,X,13.25,E,20 MAR 26,105,38.70,X,41.30,M,71.35%,21.52%,78.48%,-.55,14,61.54%,,
,,68.56%,80.56%,19.44%,.42,40,<empty>,10.40,E,11.45,X,20 MAR 26,110,42.05,E,44.70,M,69.41%,19.50%,80.50%,-.59,4,65.10%,,
,,71.10%,82.11%,17.89%,.41,207,<empty>,10.20,D,11.30,E,20 MAR 26,115,45.90,E,48.60,M,68.95%,17.70%,82.30%,-.62,<empty>,69.74%,,
,,71.17%,83.65%,16.35%,.39,544,<empty>,9.20,N,10.70,M,20 MAR 26,120,50.00,E,53.00,M,69.65%,16.19%,83.81%,-.64,2,75.18%,,
,,69.60%,85.24%,14.76%,.36,71,<empty>,8.10,J,9.45,A,20 MAR 26,125,54.15,X,56.80,M,68.94%,14.68%,85.32%,-.66,39,79.79%,,
,,66.35%,86.99%,13.01%,.32,209,<empty>,6.40,J,8.10,X,20 MAR 26,130,58.55,E,61.15,M,69.66%,13.48%,86.52%,-.68,2,85.32%,,
,,70.05%,87.63%,12.37%,.32,3,<empty>,6.70,J,8.50,E,20 MAR 26,135,62.75,E,65.95,E,70.76%,12.46%,87.54%,-.69,<empty>,91.08%,,
,,70.22%,88.66%,11.34%,.30,26,<empty>,6.35,D,7.80,M,20 MAR 26,140,67.15,B,69.80,M,69.90%,11.30%,88.70%,-.71,18,95.74%,,
,,69.58%,89.70%,10.30%,.28,2,<empty>,5.75,E,7.05,E,20 MAR 26,145,71.85,E,74.25,B,71.05%,10.51%,89.49%,-.72,<empty>,101.53%,,
,,66.22%,91.11%,8.89%,.24,53,<empty>,4.10,J,6.20,J,20 MAR 26,150,76.40,B,79.15,B,72.90%,9.91%,90.09%,-.72,13,107.68%,,
,,68.06%,91.59%,8.41%,.24,48,<empty>,4.80,S,5.50,E,20 MAR 26,155,80.80,E,84.85,I,76.46%,9.60%,90.40%,-.71,5,114.76%,,
,,67.06%,92.47%,7.53%,.22,119,<empty>,4.40,B,4.70,X,20 MAR 26,160,85.65,E,88.00,B,74.31%,8.62%,91.38%,-.74,<empty>,118.65%,,
,,63.66%,93.69%,6.31%,.18,61,<empty>,2.76,J,4.30,X,20 MAR 26,165,90.45,E,92.65,M,76.08%,8.21%,91.79%,-.74,<empty>,124.64%,,
,,65.84%,93.89%,6.11%,.18,1,<empty>,3.05,J,4.25,J,20 MAR 26,170,94.85,E,98.15,B,79.20%,8.00%,92.00%,-.72,<empty>,131.29%,,
,,62.42%,94.99%,5.01%,.15,4,<empty>,1.83,J,3.70,X,20 MAR 26,175,99.75,E,103.05,M,82.05%,7.79%,92.21%,-.71,22,137.77%,,
,,64.72%,95.07%,4.93%,.15,1,<empty>,1.69,J,4.15,J,20 MAR 26,180,104.65,Q,108.50,N,86.47%,7.75%,92.25%,-.69,<empty>,145.15%,,
,,64.48%,95.53%,4.47%,.14,19,<empty>,2.11,J,3.20,J,20 MAR 26,185,109.40,Z,113.45,S,89.06%,7.53%,92.47%,-.68,<empty>,151.44%,,

18 JUN 26  (440)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,101.75%,14.75%,85.25%,.98,1,<empty>,60.00,Z,64.75,Z,18 JUN 26,13,.10,E,.88,A,94.73%,88.59%,11.41%,-.01,4,3.92%,,
,,100.13%,17.06%,82.94%,.98,<empty>,<empty>,59.20,Z,62.25,Z,18 JUN 26,15,.11,E,.89,E,87.45%,89.24%,10.76%,-.01,10,3.45%,,
,,99.07%,21.01%,78.99%,.97,1,<empty>,56.60,Z,60.15,Q,18 JUN 26,18,.18,J,1.53,E,87.25%,85.41%,14.59%,-.02,<empty>,4.99%,,
,,95.81%,22.07%,77.93%,.97,<empty>,<empty>,54.80,J,58.60,A,18 JUN 26,20,.75,E,1.05,N,82.13%,85.56%,14.44%,-.03,1,4.71%,,
,,92.99%,23.23%,76.77%,.96,<empty>,<empty>,53.15,Z,56.95,Z,18 JUN 26,22,.58,E,1.39,Z,78.28%,85.21%,14.79%,-.03,4,4.69%,,
,,89.44%,25.15%,74.85%,.95,10,<empty>,50.75,Z,54.50,Z,18 JUN 26,25,.82,J,2.00,Z,77.53%,81.95%,18.05%,-.04,1,5.98%,,
,,86.67%,26.07%,73.93%,.94,<empty>,<empty>,49.15,Z,52.80,Z,18 JUN 26,27,1.63,E,2.60,A,81.57%,77.01%,22.99%,-.05,<empty>,8.50%,,
,,81.43%,26.63%,73.37%,.94,26,<empty>,47.00,N,49.75,A,18 JUN 26,30,1.50,J,2.79,A,74.66%,77.58%,22.42%,-.06,12,7.70%,,
,,81.79%,29.28%,70.72%,.93,2,<empty>,45.40,X,48.70,A,18 JUN 26,32,1.48,E,4.20,E,76.91%,73.74%,26.26%,-.07,<empty>,9.74%,,
,,77.61%,30.27%,69.73%,.91,7,<empty>,42.55,J,46.55,J,18 JUN 26,35,2.88,E,4.75,E,78.22%,69.36%,30.64%,-.09,1,12.23%,,
,,80.29%,34.18%,65.82%,.90,20,<empty>,41.90,Z,45.35,A,18 JUN 26,37,2.95,M,4.50,X,73.14%,70.18%,29.82%,-.09,16,11.19%,,
,,77.40%,35.82%,64.18%,.89,58,<empty>,39.45,J,43.25,J,18 JUN 26,40,3.65,E,6.30,E,75.36%,65.39%,34.61%,-.11,27,14.20%,,
,,81.54%,40.29%,59.71%,.87,72,<empty>,39.95,Z,41.75,J,18 JUN 26,42,4.00,E,6.90,A,74.08%,63.94%,36.06%,-.12,<empty>,14.91%,,
,,73.46%,38.93%,61.07%,.86,130,<empty>,36.55,J,38.90,X,18 JUN 26,45,5.05,J,7.70,E,73.18%,61.22%,38.78%,-.14,1,16.50%,,
,,73.78%,41.20%,58.80%,.85,12,<empty>,35.80,J,37.50,J,18 JUN 26,47,5.60,E,8.60,E,72.96%,59.25%,40.75%,-.15,6,17.79%,,
,,76.11%,45.36%,54.64%,.83,30,<empty>,33.90,J,37.10,J,18 JUN 26,50,6.85,J,9.15,E,71.41%,57.04%,42.96%,-.17,271,19.05%,,
,,72.73%,48.38%,51.62%,.80,17,<empty>,31.60,J,32.90,X,18 JUN 26,55,10.45,E,11.30,E,74.38%,50.86%,49.14%,-.21,115,24.65%,,
,,74.49%,51.35%,48.65%,.78,21,<empty>,29.40,X,33.55,X,18 JUN 26,57.5,10.15,E,13.10,E,72.46%,49.51%,50.49%,-.22,1,25.34%,,
,,75.00%,53.63%,46.37%,.77,23,<empty>,29.60,A,31.35,J,18 JUN 26,60,11.30,J,14.10,X,71.77%,47.65%,52.35%,-.24,12,26.85%,,
,,71.99%,54.49%,45.51%,.75,35,<empty>,27.45,M,29.80,M,18 JUN 26,62.5,12.55,M,15.45,M,71.81%,45.58%,54.42%,-.26,10,28.87%,,
,,74.27%,57.22%,42.78%,.74,22,<empty>,27.70,N,28.65,M,18 JUN 26,65,13.65,M,17.40,M,72.49%,43.38%,56.62%,-.27,99,31.38%,,
,,73.41%,58.76%,41.24%,.72,18,<empty>,25.05,M,28.85,M,18 JUN 26,67.5,15.00,M,19.00,M,72.79%,41.43%,58.57%,-.29,7,33.66%,,
,,73.25%,60.47%,39.53%,.70,118,<empty>,24.20,M,27.70,M,18 JUN 26,70,17.90,M,19.45,M,73.63%,39.43%,60.57%,-.30,14,36.39%,,
,,72.70%,62.00%,38.00%,.69,22,<empty>,24.10,M,25.65,M,18 JUN 26,72.5,17.95,E,20.55,M,70.45%,38.59%,61.41%,-.32,17,36.15%,,
,,71.86%,63.41%,36.59%,.67,375,<empty>,23.55,B,23.95,B,18 JUN 26,75,19.80,M,22.50,M,71.77%,36.61%,63.39%,-.34,22,39.28%,,
,,72.36%,65.06%,34.94%,.66,24,<empty>,21.40,M,24.70,A,18 JUN 26,77.5,21.30,M,23.80,M,71.24%,35.17%,64.83%,-.35,1,41.04%,,
,,71.40%,66.35%,33.65%,.64,429,<empty>,21.65,M,22.25,M,18 JUN 26,80,22.70,M,25.50,M,71.10%,33.70%,66.30%,-.37,45,43.11%,,
,,73.50%,69.43%,30.57%,.62,248,<empty>,19.75,M,22.40,M,18 JUN 26,85,26.25,M,28.65,M,71.29%,30.89%,69.11%,-.40,1,47.70%,,
,,72.68%,71.78%,28.22%,.59,54,<empty>,18.60,N,20.25,M,18 JUN 26,90,29.05,M,31.70,M,69.68%,28.52%,71.48%,-.44,42,50.94%,,
,,68.89%,73.79%,26.21%,.55,256,<empty>,15.45,M,18.40,M,18 JUN 26,95,32.70,M,35.25,M,69.87%,26.16%,73.84%,-.46,5,55.67%,,
,,72.25%,76.05%,23.95%,.53,"2,700",<empty>,15.80,N,17.85,J,18 JUN 26,100,36.05,E,39.20,E,69.86%,24.03%,75.97%,-.49,8,60.32%,,
,,68.13%,77.91%,22.09%,.49,3,<empty>,13.05,J,15.75,E,18 JUN 26,105,39.65,E,43.25,M,70.09%,22.09%,77.91%,-.52,1,65.22%,,
,,70.08%,79.66%,20.34%,.48,58,<empty>,12.65,J,15.40,J,18 JUN 26,110,43.60,E,46.35,M,69.04%,20.31%,79.69%,-.55,1,69.17%,,
,,68.52%,81.33%,18.67%,.45,7,<empty>,12.40,P,12.80,B,18 JUN 26,115,47.70,E,50.20,M,69.18%,18.70%,81.30%,-.57,229,74.11%,,
,,70.16%,82.70%,17.30%,.43,103,<empty>,11.05,J,13.50,J,18 JUN 26,120,51.50,E,54.90,M,70.03%,17.29%,82.71%,-.59,1,79.64%,,
,,67.82%,84.22%,15.78%,.40,17,<empty>,10.25,J,11.25,E,18 JUN 26,125,55.50,E,58.20,M,68.53%,15.84%,84.16%,-.62,<empty>,83.42%,,
,,67.80%,85.46%,14.54%,.38,145,<empty>,9.10,J,10.95,J,18 JUN 26,130,59.90,E,63.25,M,70.70%,14.82%,85.18%,-.63,<empty>,89.99%,,
,,68.00%,86.57%,13.43%,.36,7,<empty>,8.45,J,10.40,E,18 JUN 26,135,64.05,E,67.40,M,70.60%,13.71%,86.29%,-.65,<empty>,94.88%,,
,,66.52%,87.78%,12.22%,.33,87,<empty>,6.30,J,10.45,J,18 JUN 26,140,68.25,E,71.85,M,71.00%,12.75%,87.25%,-.66,<empty>,100.14%,,
,,68.43%,88.47%,11.53%,.33,20,<empty>,7.75,E,9.00,M,18 JUN 26,145,72.85,X,76.35,X,72.17%,11.96%,88.04%,-.67,<empty>,105.97%,,
,,69.73%,89.16%,10.84%,.32,119,<empty>,7.05,J,9.40,J,18 JUN 26,150,77.45,X,80.80,A,73.15%,11.24%,88.76%,-.67,<empty>,111.64%,,
,,65.21%,90.58%,9.42%,.27,8,<empty>,4.80,J,8.15,E,18 JUN 26,155,81.70,B,84.40,M,71.38%,10.27%,89.73%,-.70,<empty>,115.43%,,
,,66.45%,91.11%,8.89%,.27,101,<empty>,5.50,J,7.25,J,18 JUN 26,160,86.50,B,89.75,E,74.68%,9.95%,90.05%,-.69,<empty>,122.61%,,
,,65.41%,91.93%,8.07%,.25,7,<empty>,4.20,J,7.20,J,18 JUN 26,165,90.70,E,94.75,E,75.80%,9.43%,90.57%,-.69,8,128.29%,,
,,68.03%,92.14%,7.86%,.25,1,<empty>,5.50,Q,6.50,M,18 JUN 26,170,95.80,E,98.90,M,77.01%,8.97%,91.03%,-.69,<empty>,134.00%,,
,,67.17%,92.82%,7.18%,.23,3,<empty>,5.00,U,5.85,M,18 JUN 26,175,100.40,E,104.95,E,81.54%,8.87%,91.13%,-.67,<empty>,141.96%,,
,,65.40%,93.60%,6.40%,.21,<empty>,<empty>,3.30,J,6.05,E,18 JUN 26,180,105.10,X,108.05,M,79.25%,8.16%,91.84%,-.70,<empty>,145.15%,,
,,68.15%,93.66%,6.34%,.22,48,<empty>,4.50,I,5.55,M,18 JUN 26,185,109.70,B,112.55,M,80.03%,7.77%,92.23%,-.70,<empty>,150.42%,,

18 DEC 26  (623)  100

15 JAN 27  (651)  100

17 JUN 27  (804)  100

17 DEC 27  (987)  100
